Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Malaysia,MYS,"Population, male",SP.POP.TOTL.MA.IN,4151247,4283394,4422002,4563883,4704717,4841421,4973019,5100490,5225265,5349645,5475539,5603050,5732232,5864839,6003021,6148283,6302314,6464907,6633483,6804218,6974794,7143316,7311762,7486424,7675935,7886041,8119613,8373558,8640306,8909065,9172078,9426236,9673900,9919342,10169300,10428405,10697926,10975461,11257667,11539675,11818008,12090532,12358191,12624152,12893158,13168050,13450753,13738504,14023886,14296751,14550131,14780914,14992103,15190416,15385703,15585165,15790796,16000504,16212465,16423158,
North America,NAC,"Population, male",SP.POP.TOTL.MA.IN,98568400,100204913,101747609,103219928,104660391,105968552,107191403,108345584,109400911,110428667,111677943,113235201,114434867,115541196,116627784,117791431,118889539,120024419,121204226,122457570,123626058,124854983,126084646,127269700,128399337,129542145,130729001,131918252,133130025,134479101,136056505,137901691,139852059,141748585,143557581,145332686,147091132,148914946,150681683,152439993,154184523,155796911,157334489,158754944,160281480,161811032,163419085,165008900,166621324,168157339,169635127,170946162,172303854,173606504,174970312,176295454,177667776,178916404,180028718,181069856,
Namibia,NAM,"Population, male",SP.POP.TOTL.MA.IN,311823,319130,326792,334805,343149,351809,360712,369864,379471,389819,401042,413323,426485,439895,452700,464314,474596,483824,492467,501194,510558,520522,531100,543043,557262,574318,594588,617639,642289,666841,690052,711473,731374,749998,767846,785301,802428,819062,835147,850565,865292,879291,892731,906109,920053,935006,951209,968553,986758,1005350,1024014,1042645,1061380,1080423,1100050,1120451,1141680,1163617,1186089,1208865,
New Caledonia,NCL,"Population, male",SP.POP.TOTL.MA.IN,41644,42799,43944,45136,46369,47592,49114,50630,52137,54425,58549,62682,65520,67044,68297,69010,69692,70621,71273,71655,72313,73514,74943,76344,77727,79046,80427,81944,83481,85118,87184,89554,91964,94508,97129,99299,101033,102709,104328,106007,107792,109708,111735,113623,115355,117105,118845,120579,122310,123914,125830,128171,130551,132930,135164,137348,139390,141225,142993,144763,
Niger,NER,"Population, male",SP.POP.TOTL.MA.IN,1596477,1647410,1700718,1756127,1813147,1871447,1931045,1992072,2054462,2118140,2183092,2249177,2316502,2385634,2457323,2532078,2610317,2691799,2775604,2860405,2945340,3030367,3116142,3203355,3292987,3385970,3482514,3583093,3689215,3802731,3925010,4056911,4198377,4348761,4506913,4672061,4844237,5024021,5211778,5408022,5613221,5827746,6051838,6285689,6529467,6783451,7047748,7322913,7610196,7911178,8227012,8558347,8905039,9266473,9641581,10029627,10430626,10844986,11272868,11714459,
Nigeria,NGA,"Population, male",SP.POP.TOTL.MA.IN,22530846,22996163,23482602,23987868,24508712,25043307,25592611,26159439,26746384,27356809,27994388,28656165,29344621,30075044,30867374,31733900,32683776,33707885,34777749,35853610,36907429,37927809,38924477,39916311,40932203,41993038,43104878,44260639,45452417,46667448,47896885,49139906,50401530,51685811,52998699,54345194,55727654,57147063,58605580,60105252,61648372,63236351,64871988,66560633,68308667,70120846,71999060,73943005,75952298,78025547,80161188,82359445,84619340,86936449,89305019,91720561,94181405,96687437,99237756,101831872,
Nicaragua,NIC,"Population, male",SP.POP.TOTL.MA.IN,884942,913611,942785,972510,1002896,1034036,1065916,1098565,1132216,1167161,1203599,1241564,1280975,1321774,1363842,1407062,1451370,1496648,1542599,1588873,1635171,1681462,1727684,1773459,1818324,1862017,1904181,1945023,1985501,2026943,2070253,2115784,2163075,2211138,2258543,2304234,2347970,2390012,2430432,2469459,2507309,2543944,2579418,2614217,2648957,2684138,2719923,2756292,2793293,2830899,2869083,2907879,2947285,2987129,3027167,3067183,3107132,3147005,3186676,3225984,
Netherlands,NLD,"Population, male",SP.POP.TOTL.MA.IN,5719411,5796264,5881074,5962856,6045069,6130239,6212009,6283660,6349786,6424013,6504150,6581838,6648356,6702695,6753686,6811357,6861110,6897151,6934187,6976434,7026168,7069026,7096237,7118346,7142438,7172398,7209731,7253886,7300007,7343836,7395215,7455151,7513864,7568854,7616824,7656126,7692331,7732175,7779821,7831738,7888406,7949248,8001686,8041440,8071548,8092628,8107943,8128041,8162195,8206587,8250868,8291175,8323365,8349389,8381341,8421098,8469359,8523546,8577740,8632233,
Norway,NOR,"Population, male",SP.POP.TOTL.MA.IN,1783839,1798154,1812675,1826354,1840019,1854065,1868494,1883652,1898955,1913903,1927315,1940414,1954901,1968224,1979990,1990339,1998954,2006565,2013295,2019157,2024609,2030502,2036871,2042577,2047484,2053006,2060026,2069642,2080940,2089721,2097050,2107099,2119278,2131933,2144241,2155741,2167305,2179930,2193889,2209813,2224846,2236487,2248751,2262276,2276525,2293747,2314876,2342304,2375577,2409848,2444129,2480019,2516701,2551015,2583343,2612219,2637977,2661622,2681209,2701173,
Nepal,NPL,"Population, male",SP.POP.TOTL.MA.IN,5038372,5120963,5204106,5288990,5377150,5469795,5567423,5670155,5778449,5892682,6013118,6140017,6273385,6412810,6557670,6707461,6861954,7021082,7184664,7352552,7524530,7701802,7884373,8069543,8253663,8434894,8609352,8779524,8957417,9159415,9395936,9672654,9982342,10306640,10619781,10903155,11149412,11363585,11554507,11736513,11919754,12103278,12281801,12455703,12625023,12787936,12953796,13119208,13255033,13322033,13296612,13163927,12944949,12695979,12494893,12397962,12422408,12552433,12770054,13046951,
Nauru,NRU,"Population, male",SP.POP.TOTL.MA.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,"Population, male",SP.POP.TOTL.MA.IN,1191849,1215493,1246383,1270965,1297329,1318191,1341100,1364178,1375055,1386340,1404395,1424848,1449753,1477978,1508636,1537622,1550441,1554261,1553632,1546411,1547260,1552243,1566841,1587322,1599894,1608211,1605744,1617194,1619180,1624990,1638887,1720042,1738667,1759589,1783855,1810195,1838286,1861136,1875873,1883874,1893349,1903193,1935416,1973177,2002295,2025036,2050357,2070482,2089310,2111539,2136257,2153547,2166172,2183492,2217161,2259704,2307702,2357069,2379944,2417001,
OECD members,OED,"Population, male",SP.POP.TOTL.MA.IN,395029736,401455465,407220801,412974548,418708172,424256891,429530847,434591236,439184061,444637068,449614466,455081609,460426523,465323478,470736518,475879384,480319751,484843614,489363980,493953664,498498187,503007749,507330947,511491320,515490206,519523312,523709239,527878619,532109778,536568794,541278218,546394311,551433425,556249639,560854996,565405060,569834270,574254399,578537050,582845908,587087553,591520115,596013119,600472167,604937872,609365144,613967833,618646191,623536760,628041145,632241804,635531179,639550834,643742150,648144879,652544456,657045189,661272626,665282461,669056858,
Oman,OMN,"Population, male",SP.POP.TOTL.MA.IN,273278,279258,285656,292446,299589,307094,315059,323658,333111,343689,355657,369020,383962,401072,421127,444615,471725,502212,535599,571193,608389,647318,687926,729286,770188,809907,846830,881315,916862,958367,1008698,1070556,1141254,1211827,1269931,1307251,1320526,1314028,1296252,1279544,1273247,1280921,1301260,1333036,1373275,1420349,1472262,1531391,1605376,1704412,1834547,1999080,2192183,2399526,2601350,2782951,2939431,3073366,3186779,3284444,
Other small states,OSS,"Population, male",SP.POP.TOTL.MA.IN,4418600,4502078,4588558,4677508,4769320,4862768,4956780,5051860,5150722,5253366,5360605,5473972,5591636,5711848,5834430,5960485,6087620,6217513,6351115,6493918,6646739,6808902,6981406,7160389,7347060,7544563,7751805,7967688,8185744,8400936,8607015,8807873,8991436,9164127,9337183,9505858,9676432,9851167,10027698,10216177,10408700,10595912,10787957,10997370,11244719,11543799,11901001,12308354,12744898,13175829,13581175,13949887,14293866,14620882,14946195,15281505,15625867,15977770,16330857,16672194,
Pakistan,PAK,"Population, male",SP.POP.TOTL.MA.IN,24108624,24649290,25219571,25818304,26444062,27095945,27774758,28481159,29214184,29972567,30756291,31565435,32403118,33276371,34194324,35164164,36186891,37262512,38395619,39591263,40851927,42179397,43569705,45012111,46491947,47997659,49527606,51082015,52653703,54234737,55820762,57403275,58985934,60591332,62250816,63984936,65804515,67697424,69633257,71568897,73473690,75336515,77167823,78984833,80814408,82676229,84575682,86506753,88464387,90439736,92426988,94423309,96432829,98464640,100531293,102640697,104795319,106988967,109209940,111447582,
Panama,PAN,"Population, male",SP.POP.TOTL.MA.IN,578264,595438,613182,631458,650246,669523,689250,709407,730015,751112,772706,794804,817350,840230,863251,886301,909316,932321,955408,978704,1002307,1026238,1050481,1074938,1099510,1124131,1148778,1173502,1198374,1223506,1248975,1274795,1300952,1327534,1354597,1382203,1410373,1439084,1468204,1497559,1527027,1556561,1586178,1615933,1645867,1676027,1706430,1737070,1767920,1798973,1830234,1861634,1893178,1925033,1957377,1990330,2023946,2058074,2092389,2126433,
Peru,PER,"Population, male",SP.POP.TOTL.MA.IN,5094916,5240623,5391886,5548077,5708354,5872066,6038945,6209125,6382985,6561080,6743783,6931084,7122675,7318281,7517535,7720094,7925793,8134448,8345651,8558903,8773805,8990104,9207672,9426335,9645978,9866490,10087614,10309196,10531372,10754407,10978391,11202376,11425840,11649597,11874889,12101985,12331891,12562574,12787766,12999090,13190769,13360653,13510987,13645850,13771459,13892799,14012369,14130354,14246852,14361212,14473896,14582610,14690301,14808670,14953132,15133363,15355659,15613254,15886583,16148237,
Philippines,PHL,"Population, male",SP.POP.TOTL.MA.IN,13220152,13681188,14155031,14638234,15126045,15615254,16104479,16595182,17090617,17595529,18113423,18645732,19191750,19750219,20319014,20896830,21483288,22079757,22688770,23313742,23957084,24619187,25299166,25996529,26710326,27439442,28183997,28942988,29712842,30488935,31267875,32047707,32828786,33612919,34403084,35201255,36007426,36820041,37637717,38458530,39280833,40104285,40928476,41751590,42571482,43386651,44195243,44997408,45796008,46595265,47397704,48204860,49014341,49820008,50613449,51388763,52143399,52879470,53601488,54316068,
Palau,PLW,"Population, male",SP.POP.TOTL.MA.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,"Population, male",SP.POP.TOTL.MA.IN,1166665,1186711,1207795,1230051,1253669,1278797,1305477,1333649,1363193,1393997,1425947,1459029,1493288,1528877,1565987,1604768,1645222,1687277,1730970,1776350,1823385,1872125,1922442,1973983,2026276,2078978,2132004,2185433,2239280,2293576,2348432,2403659,2459349,2516149,2574961,2636349,2700834,2768104,2836881,2905377,2972405,3037282,3100679,3164498,3231398,3303214,3380684,3462982,3548447,3634645,3719821,3803433,3885970,3968033,4050612,4134391,4219458,4305511,4392429,4480006,
Poland,POL,"Population, male",SP.POP.TOTL.MA.IN,14335023,14506837,14683449,14885677,15097960,15250626,15369211,15521225,15673744,15800490,15861052,15924139,16062430,16215286,16377275,16545045,16713475,16876469,17011551,17149711,17311301,17473402,17640429,17812394,17978975,18126763,18251058,18352760,18425962,18489028,18557940,18620122,18673399,18716798,18751684,18771889,18780400,18786488,18786383,18777138,18573486,18558869,18540112,18517159,18496116,18478468,18457799,18439541,18435658,18445026,18393435,18409121,18418976,18419687,18416608,18411698,18406971,18408912,18406093,18400811,
Pre-demographic dividend,PRE,"Population, male",SP.POP.TOTL.MA.IN,93207587,95347801,97574669,99893231,102309622,104829192,107458740,110201822,113057515,116022889,119098869,122273575,125555214,128983609,132612026,136472868,140592717,144945409,149445139,153972822,158446262,162840173,167191280,171556560,176021467,180654481,185458380,190429736,195622025,201099014,206899917,213069779,219585527,226334682,233159070,239951882,246665640,253354519,260137112,267184536,274620051,282493828,290769255,299378603,308215484,317207988,326329492,335621669,345161224,355056858,365383245,376167878,387375778,398942685,410773977,422799568,434999126,447388604,459977599,472787361,
Puerto Rico,PRI,"Population, male",SP.POP.TOTL.MA.IN,1163631,1181728,1203831,1227688,1249699,1267787,1282405,1292728,1301393,1312828,1329684,1351195,1377706,1407063,1435655,1461176,1484008,1504095,1522266,1540020,1558285,1577000,1595798,1614234,1631653,1647606,1661821,1674564,1686397,1698123,1710308,1720306,1729979,1743635,1759117,1774612,1793759,1809676,1819274,1827528,1831640,1834476,1835622,1835610,1835158,1832197,1824740,1814839,1805162,1796054,1787178,1766244,1744132,1722917,1693208,1661469,1626878,1584730,1518437,1515479,
"Korea, Dem. People’s Rep.",PRK,"Population, male",SP.POP.TOTL.MA.IN,5279170,5403447,5509265,5608515,5719679,5855746,6018840,6202693,6401765,6607588,6813292,7018536,7223371,7421782,7606560,7773012,7917773,8043125,8157112,8271335,8394228,8528728,8672580,8822809,8974358,9123619,9269210,9412647,9556531,9704658,9859248,10021816,10189995,10357423,10515412,10657909,10782015,10889922,10986937,11081003,11177727,11279171,11383213,11486350,11583279,11670344,11746495,11813654,11874749,11934032,11994616,12057410,12121635,12186628,12251157,12314250,12375884,12436351,12495432,12552763,
Portugal,PRT,"Population, male",SP.POP.TOTL.MA.IN,4233444,4266159,4295939,4312066,4312374,4291487,4254302,4221237,4197045,4155149,4117104,4101722,4100246,4108290,4173525,4342740,4475341,4530149,4585760,4640789,4695808,4740082,4771381,4794829,4813905,4827267,4831444,4829537,4823761,4816093,4805303,4794399,4791261,4798025,4811952,4829594,4848487,4870672,4896007,4925145,4962243,5001021,5033015,5055997,5069849,5077470,5080914,5081826,5077684,5070016,5059891,5040201,5007718,4969080,4932800,4905105,4884985,4870967,4863018,4857125,
Paraguay,PRY,"Population, male",SP.POP.TOTL.MA.IN,937424,963211,989949,1017636,1046254,1075762,1106248,1137670,1169741,1202078,1234432,1266718,1299146,1332113,1366194,1401846,1439149,1478080,1518865,1561718,1606794,1654154,1703697,1755069,1807776,1861437,1915894,1971105,2026875,2083023,2139389,2195798,2252145,2308476,2364898,2421455,2478094,2534632,2590828,2646371,2701005,2754727,2807498,2859028,2908963,2957127,3003311,3047749,3091108,3134313,3178031,3222511,3267599,3313069,3358511,3403641,3448399,3492884,3537050,3580886,
West Bank and Gaza,PSE,"Population, male",SP.POP.TOTL.MA.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002827,1048956,1097208,1147670,1200431,1255607,1313297,1373606,1409313,1445949,1483541,1522130,1561740,1602337,1643884,1686346,1729720,1774074,1823086,1871974,1920970,1970026,2019328,2068541,2117699,2166729,2215753,2259944,2317549,2376173,
Pacific island small states,PSS,"Population, male",SP.POP.TOTL.MA.IN,428429,442113,456234,470595,485010,499317,513473,527456,541153,554432,567237,579491,591285,602871,614640,626836,639476,652497,666055,680287,695256,711180,727878,744575,760159,773903,785427,795063,803807,813122,823983,836759,851086,866284,881350,895546,908788,921268,933075,944408,955398,966038,976285,986565,997370,1009036,1021792,1035523,1049837,1064148,1078062,1091423,1104447,1117510,1131156,1145764,1161481,1178157,1195600,1213559,
Post-demographic dividend,PST,"Population, male",SP.POP.TOTL.MA.IN,366778678,372222750,377003194,381705252,386308627,390740529,394858157,398680262,402009275,406171167,409902921,414088804,418040293,421497676,425459775,429090085,431975843,434940567,437904740,441003385,443971853,446962197,449695875,452227422,454610058,457003943,459594051,462220375,464949255,467883790,470924018,474282543,477654771,480876775,483804040,486557349,489260398,491842770,494321193,496771618,499355494,501860339,504495530,507121641,509844401,512518344,515372992,518328635,521521340,524260012,526765594,528290441,530592334,533011773,535542543,538048862,540563215,542691309,544631490,546466942,
French Polynesia,PYF,"Population, male",SP.POP.TOTL.MA.IN,40149,41475,42964,44591,46265,47930,49560,51188,52850,54623,56558,58669,60940,63308,65706,68075,70387,72672,74955,77303,79734,82264,84878,87515,90125,92655,95098,97458,99729,101898,103955,105885,107699,109460,111274,113190,115229,117362,119554,121717,123820,125851,127796,129622,131240,132626,133748,134630,135315,135884,136403,136863,137292,137699,138147,138670,139273,139965,140715,141493,
Qatar,QAT,"Population, male",SP.POP.TOTL.MA.IN,26763,29484,32796,36559,40604,44808,49079,53491,58255,63661,69895,77267,85661,94373,102419,109222,114209,117888,122050,129156,140858,157784,179042,202803,226418,247906,266845,283599,297894,309619,318809,325494,329975,332985,335456,338340,343238,351041,361273,372989,386334,398828,412986,439810,493931,584650,716577,883315,1069532,1253585,1419287,1561736,1683804,1786767,1874506,1950211,2012916,2061729,2100297,2133518,
Romania,ROU,"Population, male",SP.POP.TOTL.MA.IN,8988911,9067607,9132539,9197124,9261644,9321974,9417461,9579220,9715027,9823255,9947147,10056222,10157977,10250441,10350648,10485327,10616855,10721769,10821757,10893222,10952797,11025568,11085915,11126930,11165573,11210631,11261809,11317580,11370888,11420873,11437864,11334174,11225867,11202882,11178017,11146360,11104830,11063021,11030109,11002931,10979227,10818478,10614557,10530998,10463632,10391006,10320311,10158992,9981840,9892289,9830776,9784146,9746146,9717464,9687855,9646524,9592109,9534161,9474612,9414389,
Russia, RUS,"Population, male",SP.POP.TOTL.MA.IN,53699092,54439970,55187096,55937090,56687488,57435515,57867228,58292228,58709792,59119582,59521819,59918659,60308038,60697395,61093475,61502948,62008657,62529796,63062216,63598849,64138890,64647976,65129373,65594322,66175762,66788223,67381442,67976346,68543098,69058985,69265950,69531119,69642727,69630067,69615935,69599268,69486158,69348267,69199274,68939657,68593139,68234574,67844186,67455894,67106280,66779926,66500801,66336087,66264827,66249552,66249411,66276541,66369578,66498022,66634908,66759858,66874340,66950259,66948494,66908372,
Rwanda,RWA,"Population, male",SP.POP.TOTL.MA.IN,1441781,1472476,1499142,1524760,1553560,1588572,1631024,1680000,1733824,1789842,1846183,1902463,1959554,2018323,2080080,2145837,2215743,2289605,2367579,2449822,2536365,2623609,2710617,2802920,2908183,3029673,3177850,3345875,3499513,3592354,3595187,3487790,3290525,3064149,2893669,2838278,2922550,3123174,3392849,3660812,3875946,4023729,4120954,4185398,4246500,4325701,4426491,4540785,4665188,4793381,4920879,5047257,5174930,5305371,5440795,5582650,5731375,5886052,6045042,6206092,
South Asia,SAS,"Population, male",SP.POP.TOTL.MA.IN,296606875,302920977,309464634,316235235,323229360,330444308,337882951,345545866,353426067,361514175,369805809,378297177,386996958,395928903,405124871,414608276,424382233,434440779,444785799,455416980,466329900,477527759,488999756,500709575,512609486,524663951,536845843,549156497,561622353,574285678,587170082,600279512,613580337,627012683,640496536,653970587,667397717,680777505,694128959,707488716,720875374,734287655,747687250,761011105,774177253,787123246,799833033,812311733,824546675,836530398,848264329,859733858,870902058,881958257,892949134,903928229,914935155,925937896,936914659,947832130,
Saudi Arabia,SAU,"Population, male",SP.POP.TOTL.MA.IN,2052198,2119412,2193587,2273538,2357413,2444244,2533967,2628290,2730172,2843568,2971584,3116095,3277440,3455400,3649073,3858249,4081133,4319113,4578675,4868474,5193586,5555318,5948288,6362267,6783249,7199830,7608822,8008995,8393383,8754498,9087120,9390890,9667287,9916078,10137863,10335540,10505861,10655414,10808965,10999069,11248494,11568765,11952625,12380770,12823917,13260925,13683607,14098639,14517102,14956362,15427487,15932492,16462049,17002146,17533437,18040928,18520833,18973953,19395719,19783531,
Sudan,SDN,"Population, male",SP.POP.TOTL.MA.IN,3768217,3880911,3998491,4121154,4249153,4382692,4522131,4667732,4819584,4977696,5142242,5313099,5490706,5676457,5872128,6078932,6297335,6526759,6766020,7013363,7267382,7528743,7797672,8071945,8348664,8626358,8901606,9176177,9459855,9766041,10103185,10476824,10880954,11298400,11705185,12084539,12429046,12744975,13045804,13351777,13677231,14027818,14398162,14778502,15154123,15515206,15858364,16189543,16519475,16863378,17232282,17629960,18053321,18498013,18956885,19424628,19900233,20385465,20880946,21387956,
Senegal,SEN,"Population, male",SP.POP.TOTL.MA.IN,1593240,1639361,1686946,1736249,1787618,1841292,1897155,1955075,2015236,2077880,2143033,2211228,2282083,2353649,2423301,2489354,2550915,2609089,2666790,2728094,2795966,2871354,2953501,3041476,3133670,3228846,3326604,3427150,3530517,3636867,3746116,3858616,3973723,4089215,4202147,4310618,4413783,4512777,4610120,4709429,4813467,4923156,5038255,5159024,5285419,5417450,5555511,5700039,5851066,6008505,6172316,6342358,6518704,6701734,6891923,7089492,7294620,7506792,7724668,7946434,
Singapore,SGP,"Population, male",SP.POP.TOTL.MA.IN,867311,893774,914737,933475,953277,973097,994924,1015287,1031718,1046465,1062075,1081023,1100683,1121009,1139451,1155880,1171185,1187085,1201093,1216013,1231356,1292107,1350407,1368124,1393429,1393348,1388682,1405329,1436851,1476101,1533022,1577784,1628170,1673524,1731340,1789611,1869526,1939711,2012282,2031181,2065671,2116323,2125991,2084764,2104920,2156095,2234296,2345726,2493592,2587710,2646760,2709949,2780596,2826421,2862740,2896581,2934565,2937348,2951389,2985477,
Solomon Islands,SLB,"Population, male",SP.POP.TOTL.MA.IN,63225,64920,66646,68420,70280,72257,74357,76582,78942,81485,84214,87133,90253,93530,96938,100438,104025,107695,111440,115271,119181,123173,127234,131341,135441,139533,143583,147622,151694,155882,160237,164766,169469,174341,179373,184538,189860,195327,200889,206498,212112,217739,223385,229018,234580,240063,245428,250718,256136,261902,268186,275047,282448,290268,298355,306569,314911,323380,331948,340583,
Sierra Leone,SLE,"Population, male",SP.POP.TOTL.MA.IN,1134654,1151791,1169772,1188601,1208319,1228939,1250498,1273020,1296548,1321087,1346679,1373347,1401102,1430005,1460090,1491400,1523998,1557916,1593101,1629459,1666961,1704758,1742772,1782591,1826406,1875294,1930948,1991657,2050950,2100085,2133215,2148404,2148906,2140624,2132139,2130235,2135476,2147571,2171313,2212292,2273784,2358787,2464750,2582459,2699008,2805031,2897186,2977855,3050406,3120566,3192604,3266961,3342191,3418473,3495710,3573851,3653173,3733927,3815799,3898354,
El Salvador,SLV,"Population, male",SP.POP.TOTL.MA.IN,1361806,1402910,1446355,1491662,1538183,1585406,1633037,1680982,1729113,1777333,1825561,1873603,1921229,1968226,2014336,2059340,2103226,2145890,2186948,2225960,2262647,2296855,2328830,2359211,2388916,2418627,2448421,2478214,2508351,2539215,2570976,2603857,2637542,2670998,2702817,2731952,2758094,2781434,2802053,2820224,2836195,2849967,2861595,2871538,2880362,2888551,2896305,2903746,2911100,2918621,2926478,2934825,2943739,2953267,2963439,2974230,2985693,2997809,3010430,3023354,
San Marino,SMR,"Population, male",SP.POP.TOTL.MA.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,"Population, male",SP.POP.TOTL.MA.IN,1363654,1392168,1421657,1452237,1484034,1517156,1554465,1596568,1638947,1675289,1702731,1713688,1713412,1726880,1787962,1918159,2130820,2411231,2718435,2995019,3200349,3318579,3363634,3361042,3350170,3359632,3398212,3456822,3525270,3586808,3630398,3652782,3661866,3670888,3698243,3756824,3851428,3977248,4125852,4284321,4442939,4599554,4756280,4912670,5069263,5226475,5383598,5540039,5696698,5854968,6016042,6180204,6347735,6519801,6697814,6882855,7075482,7275835,7484064,7700196,
Serbia,SRB,"Population, male",SP.POP.TOTL.MA.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3744551,3748284,3772367,3797359,3813328,3757503,3751238,3737714,3720228,3703465,3688621,3679619,3673921,3664265,3654445,3642820,3628551,3614539,3600241,3586931,3573414,3545877,3529003,3511922,3495362,3477898,3459406,3440594,3421300,3402287,
Sub-Saharan Africa (excluding high income),SSA,"Population, male",SP.POP.TOTL.MA.IN,112348293,115001145,117758335,120621499,123592231,126673069,129866995,133179425,136619261,140197025,143922216,147797273,151826131,156016813,160378293,164916949,169638050,174540744,179616109,184850801,190235382,195764210,201440861,207275788,213283907,219474615,225853711,232413469,239132944,245983434,252945057,260015101,267202935,274516460,281968397,289571525,297334056,305265417,313382427,321704480,330250770,339030735,348058577,357363972,366981591,376938202,387245998,397906496,408921243,420286716,431998505,444057186,456459593,469191225,482232784,495567278,509189179,523092274,537257935,551669714,
South Sudan,SSD,"Population, male",SP.POP.TOTL.MA.IN,1427814,1452935,1479378,1507155,1536313,1566888,1598904,1632403,1667415,1704039,1742334,1782400,1824324,1868174,1914041,1962021,2011358,2062016,2115568,2174161,2238871,2310053,2385768,2461903,2532924,2594535,2647840,2693382,2725983,2739180,2729951,2694208,2637527,2578428,2541983,2545916,2598218,2693306,2818602,2954772,3087858,3212542,3333363,3457826,3597545,3759857,3946773,4151960,4364234,4568227,4752495,4914725,5057130,5178653,5279349,5360487,5419649,5459485,5492756,5536529,
Sub-Saharan Africa,SSF,"Population, male",SP.POP.TOTL.MA.IN,112697441,115361770,118129529,121002745,123983061,127073074,130275840,133596796,137044747,140630111,144362317,148243683,152278401,156474494,160841792,165387074,170115354,175025735,180107247,185350483,190743656,196280476,201963912,207804061,213818311,220014076,226397841,232963356,239686916,246541925,253507724,260584171,267779374,275100133,282560629,290168781,297937091,305875319,313998359,322327868,330879743,339664076,348697136,358006396,367627748,377588320,387900099,398563939,409582256,420949865,432664613,444723180,457127729,469861454,482904637,496240705,509863273,523767049,537932967,552344837,
Small states,SST,"Population, male",SP.POP.TOTL.MA.IN,6836158,6970194,7108316,7249418,7393155,7537750,7682014,7826496,7973697,8123289,8276000,8433160,8593206,8754983,8919225,9087659,9257864,9431294,9609588,9798930,10000500,10214369,10440894,10673449,10909401,11149330,11390834,11634080,11875974,12116439,12352618,12589640,12814250,13030936,13248037,13458649,13668732,13881197,14093806,14317064,14543370,14763287,14986908,15227511,15506606,15838648,16230292,16673421,17146821,17615220,18058271,18464837,18846910,19212235,19576078,19950124,20333377,20724196,21116033,21495702,
Sao Tome and Principe,STP,"Population, male",SP.POP.TOTL.MA.IN,35767,35706,35307,34762,34337,34210,34448,34990,35740,36568,37369,38104,38826,39569,40391,41340,42441,43656,44917,46136,47250,48216,49081,49900,50809,51868,53104,54488,55970,57450,58883,60260,61580,62843,64040,65160,66207,67181,68150,69165,70283,71504,72826,74308,75996,77938,80166,82644,85243,87787,90157,92311,94276,96117,97920,99768,101669,103612,105591,107615,
Suriname,SUR,"Population, male",SP.POP.TOTL.MA.IN,143915,147734,151571,155471,159553,163835,168420,173182,177679,181271,183553,184338,183822,182502,181077,180082,179688,179795,180285,180927,181582,182209,182924,183910,185400,187550,190414,193902,197817,201905,205949,209911,213800,217548,221098,224408,227431,230179,232758,235294,237888,240590,243360,246189,249056,251923,254800,257702,260618,263559,266525,269501,272491,275470,278422,281319,284153,286915,289625,292260,
Slovakia,SVK,"Population, male",SP.POP.TOTL.MA.IN,2008036,2070373,2094326,2116586,2139221,2160651,2180249,2198039,2214040,2230023,2238575,2247004,2265315,2286458,2309294,2332788,2356784,2381110,2404734,2427828,2446773,2463249,2480837,2497228,2512687,2527918,2541882,2554351,2566215,2576899,2586549,2586860,2586034,2594317,2603031,2609229,2613457,2617105,2619526,2621152,2616580,2610774,2608836,2606227,2604989,2604797,2604734,2605570,2608102,2612047,2615093,2619193,2624484,2628235,2631831,2635474,2640131,2645557,2650490,2655082,
Slovenia,SVN,"Population, male",SP.POP.TOTL.MA.IN,759149,763454,767626,773662,780938,789701,800935,812222,821578,828062,834895,842383,849640,856763,861132,869146,881327,891037,899824,908961,918125,921580,925008,932690,939130,944843,957147,968701,970920,970899,971204,971223,969167,966382,965154,965769,966248,966614,966396,968706,972598,974350,975156,975155,975673,978181,983235,991550,996335,1008374,1015081,1018653,1021568,1023266,1024431,1025441,1026565,1027665,1031862,1039309,
